data_point,s1,s2,s3,datetime,"c(1, 2)","c(1, 3)","c(2, 3)"
238,1.690074984,0.276262121,1.183052488,2025-01-02 15:40:00,0.9992570486362318,1.0,0.9992570484375803
239,1.682803222,0.269397673,1.177962255,2025-01-02 15:50:00,0.9992594960508123,1.0,0.9992594957131102
240,1.675463181,0.262606284,1.172824226,2025-01-02 16:00:00,0.9992613422517638,1.0,0.9992613418351884
241,1.668055593,0.255888635,1.167638915,2025-01-02 16:10:00,0.99926259281791,0.9999999999999997,0.9992625926761265
242,1.660581201,0.249245395,1.162406841,2025-01-02 16:20:00,0.9992632521730441,0.9999999999999999,0.9992632523324088
243,1.653040752,0.242677231,1.157128526,2025-01-02 16:30:00,0.9992633224336891,0.9999999999999996,0.9992633225488813
244,1.645434998,0.236184798,1.151804499,2025-01-02 16:40:00,0.9992628037479309,0.9999999999999999,0.9992628041712223
245,1.637764702,0.229768746,1.146435291,2025-01-02 16:50:00,0.999261694570589,0.9999999999999997,0.9992616948425543
246,1.63003063,0.223429716,1.141021441,2025-01-02 17:00:00,0.9992599911946962,0.9999999999999996,0.9992599914247999
247,1.622233555,0.217168343,1.135563489,2025-01-02 17:10:00,0.9992576880256555,1.0,0.9992576883153212
248,1.614374258,0.210985253,1.13006198,2025-01-02 17:20:00,0.9992547780275683,0.9999999999999999,0.9992547780882901
249,1.606453523,0.204881063,1.124517466,2025-01-02 17:30:00,0.9992512514819091,1.0,0.9992512515028706
250,1.598472144,0.198856384,1.118930501,2025-01-02 17:40:00,0.9992470968870487,0.9999999999999997,0.9992470969203017
251,1.590430918,0.19291182,1.113301643,2025-01-02 17:50:00,0.9992423005503944,0.9999999999999997,0.9992423006316535
252,1.58233065,0.187047963,1.107631455,2025-01-02 18:00:00,0.9992368469028639,0.9999999999999997,0.9992368467282527
253,1.574172148,0.181265401,1.101920504,2025-01-02 18:10:00,0.9992307169674542,1.0,0.9992307169253839
254,1.56595623,0.175564711,1.096169361,2025-01-02 18:20:00,0.9992238906166385,0.9999999999999999,0.9992238905373133
255,1.557683717,0.169946465,1.090378602,2025-01-02 18:30:00,0.9992163439131564,0.9999999999999999,0.9992163439471347
256,1.549355436,0.164411223,1.084548805,2025-01-02 18:40:00,0.9992080512846508,1.0,0.9992080512582173
257,1.54097222,0.158959539,1.078680554,2025-01-02 18:50:00,0.9991989830241615,0.9999999999999998,0.9991989828935187
258,1.532534908,0.153591959,1.072774435,2025-01-02 19:00:00,0.9991891066922308,1.0,0.9991891065249364
259,1.524044342,0.148309019,1.066831039,2025-01-02 19:10:00,0.9991783862601863,1.0,0.9991783859538814
260,1.515501372,0.143111247,1.06085096,2025-01-02 19:20:00,0.9991667818913873,1.0,0.9991667816790059
261,1.506906852,0.137999163,1.054834797,2025-01-02 19:30:00,0.9991542494865139,1.0,0.999154249515679
262,1.498261642,0.132973279,1.04878315,2025-01-02 19:40:00,0.9991407407174102,0.9999999999999994,0.9991407407759818
263,1.489566607,0.128034096,1.042696625,2025-01-02 19:50:00,0.9991262025787552,0.9999999999999998,0.9991262027919983
264,1.480822615,0.12318211,1.03657583,2025-01-02 20:00:00,0.999110575876809,0.9999999999999998,0.999110576032594
265,1.472030541,0.118417804,1.030421379,2025-01-02 20:10:00,0.9990937959699039,1.0,0.9990937962008234
266,1.463191265,0.113741656,1.024233885,2025-01-02 20:20:00,0.9990757919932909,0.9999999999999999,0.9990757920326452
267,1.45430567,0.109154133,1.018013969,2025-01-02 20:30:00,0.9990564850537834,0.9999999999999999,0.9990564851274724
268,1.445374645,0.104655694,1.011762251,2025-01-02 20:40:00,0.9990357890447206,0.9999999999999998,0.9990357889209301
269,1.436399082,0.100246789,1.005479358,2025-01-02 20:50:00,0.9990136080137315,0.9999999999999997,0.9990136080306089
270,1.42737988,0.095927858,0.999165916,2025-01-02 21:00:00,0.9989898372694741,1.0,0.9989898372015272
271,1.418317941,0.091699334,0.992822558,2025-01-02 21:10:00,0.9989643601790623,0.9999999999999998,0.9989643599517175
272,1.40921417,0.087561639,0.986449919,2025-01-02 21:20:00,0.9989370478021289,0.9999999999999998,0.9989370475698982
273,1.400069478,0.083515187,0.980048634,2025-01-02 21:30:00,0.9989077574107892,0.9999999999999998,0.9989077572193608
274,1.390884779,0.079560382,0.973619345,2025-01-02 21:40:00,0.9988763307900923,1.0,0.9988763307467112
275,1.381660992,0.075697621,0.967162694,2025-01-02 21:50:00,0.9988425912518684,1.0,0.9988425913942116
276,1.372399039,0.07192729,0.960679328,2025-01-02 22:00:00,0.998806342186059,0.9999999999999999,0.9988063424953855
277,1.363099847,0.068249765,0.954169893,2025-01-02 22:10:00,0.9987673649078126,0.9999999999999998,0.9987673650965321
278,1.353764345,0.064665414,0.947635042,2025-01-02 22:20:00,0.998725413626012,0.9999999999999999,0.998725413846101
279,1.344393467,0.061174596,0.941075427,2025-01-02 22:30:00,0.9986802137919762,0.9999999999999998,0.998680214072365
280,1.33498815,0.057777659,0.934491705,2025-01-02 22:40:00,0.9986314562357698,1.0,0.9986314563136859
281,1.325549335,0.054474944,0.927884534,2025-01-02 22:50:00,0.9985787924765793,0.9999999999999998,0.998578792461008
282,1.316077964,0.051266781,0.921254575,2025-01-02 23:00:00,0.9985218285668016,0.9999999999999998,0.9985218285431038
283,1.306574986,0.04815349,0.91460249,2025-01-02 23:10:00,0.9984601189838878,1.0,0.9984601190006143
284,1.297041351,0.045135384,0.907928946,2025-01-02 23:20:00,0.9983931567969488,0.9999999999999997,0.9983931566488738
285,1.287478012,0.042212762,0.901234609,2025-01-02 23:30:00,0.9983203646454649,0.9999999999999999,0.998320364501818
286,1.277885926,0.039385919,0.894520148,2025-01-02 23:40:00,0.9982410809258032,1.0,0.9982410807731801
287,1.268266051,0.036655137,0.887786236,2025-01-02 23:50:00,0.9981545460557546,0.9999999999999998,0.9981545458705212
288,1.25861935,0.034020688,0.881033545,2025-01-03 00:00:00,0.998059885366799,0.9999999999999999,0.9980598852786478
289,1.248946787,0.031482836,0.874262751,2025-01-03 00:10:00,0.9979560854487574,0.9999999999999999,0.9979560854688246
290,1.239249329,0.029041835,0.86747453,2025-01-03 00:20:00,0.997841969040733,0.9999999999999999,0.9978419691621353
291,1.229527947,0.026697929,0.860669563,2025-01-03 00:30:00,0.9977161619072065,0.9999999999999999,0.9977161619083381
292,1.219783612,0.024451352,0.853848529,2025-01-03 00:40:00,0.9975770503658917,1.0,0.9975770505551723
293,1.210017299,0.02230233,0.847012109,2025-01-03 00:50:00,0.9974227301923956,1.0,0.9974227300575721
294,1.200229985,0.020251076,0.840160989,2025-01-03 01:00:00,0.9972509447891399,0.9999999999999999,0.9972509444209127
295,1.190422647,0.018297797,0.833295853,2025-01-03 01:10:00,0.9970589977437457,1.0,0.9970589974338085
296,1.180596268,0.016442687,0.826417388,2025-01-03 01:20:00,0.9968436538249034,0.9999999999999997,0.9968436539137472
297,1.170751829,0.014685932,0.81952628,2025-01-03 01:30:00,0.9966009998219488,0.9999999999999998,0.9966009997837619
298,1.160890315,0.013027707,0.81262322,2025-01-03 01:40:00,0.9963262673114042,1.0,0.9963262673127125
299,1.151012712,0.011468179,0.805708898,2025-01-03 01:50:00,0.9960136001109876,1.0,0.9960136000523946
300,0.010007503,0.010007503,0.798784006,2025-01-03 02:00:00,0.49988335530882205,0.5444874979628642,0.9956557399878436
301,0.008645826,0.008645826,0.791849235,2025-01-03 02:10:00,0.6028493751727183,0.6570726401239472,0.9952436101045229
302,0.007383283,0.007383283,0.784905279,2025-01-03 02:20:00,0.6845477340576911,0.7399270131648134,0.9947657389674972
303,0.006220001,0.006220001,0.777952832,2025-01-03 02:30:00,0.7489183824751593,0.7998786020639979,0.9942074585047742
304,0.005156097,0.005156097,0.77099259,2025-01-03 02:40:00,0.7991658264837785,0.841349229885455,0.9935497799323836
305,0.004191675,0.004191675,0.76402525,2025-01-03 02:50:00,0.8370715286769084,0.866813958701593,0.9927677858743587
306,0.003326834,0.003326834,0.757051506,2025-01-03 03:00:00,0.8634289958983569,0.8775616662632822,0.9918282502347872
307,0.00256166,0.00256166,0.750072058,2025-01-03 03:10:00,0.8782453497186267,0.8740491645767162,0.990686115547513
308,0.001896228,0.001896228,0.743087602,2025-01-03 03:20:00,0.8807369424002356,0.8560144700108431,0.9892790881606035
309,0.001330606,0.001330606,0.736098838,2025-01-03 03:30:00,0.8691141980491235,0.8224067037858971,0.9875191041390129
310,0.00086485,0.00086485,0.729106464,2025-01-03 03:40:00,0.8400315769283192,0.7710796719336533,0.9852785391021484
311,0.000499006,0.000499006,0.722111179,2025-01-03 03:50:00,0.7872972440945687,0.6979981365417531,0.9823670063234997
312,0.000233112,0.000233112,0.715113683,2025-01-03 04:00:00,0.6984389614505838,0.5950252272304031,0.9784908224170519
313,6.71941e-05,6.71941e-05,0.708114676,2025-01-03 04:10:00,0.5421569773932534,0.44148991788816017,0.973178843426917
314,1.26827e-06,1.26827e-06,0.701114857,2025-01-03 04:20:00,1.0,0.9656393440961364,0.9656393440961364
315,3.53415e-05,3.53415e-05,0.694114927,2025-01-03 04:30:00,1.0,0.9544660637857201,0.9544660637857201
316,0.00016941,0.00016941,0.687115585,2025-01-03 04:40:00,1.0,0.9369898091188076,0.9369898091188076
317,0.000403462,0.000403462,0.680117532,2025-01-03 04:50:00,1.0,0.9077287060909465,0.9077287060909465
318,0.000737471,0.000737471,0.673121467,2025-01-03 05:00:00,0.9999999999999999,0.8543825189374294,0.8543825189374294
319,0.001171407,0.001171407,0.66612809,2025-01-03 05:10:00,1.0,0.7471565550271753,0.7471565550271753
320,0.001705224,0.001705224,0.6591381,2025-01-03 05:20:00,1.0,0.516798191936436,0.516798191936436
321,0.00233887,0.00233887,0.652152196,2025-01-03 05:30:00,1.0,0.0826573364916243,0.0826573364916243
322,0.003072282,0.003072282,0.645171077,2025-01-03 05:40:00,1.0,-0.40105837435155056,-0.40105837435155056
323,0.003905385,0.003905385,0.63819544,2025-01-03 05:50:00,1.0,-0.6919263373900701,-0.6919263373900701
324,0.004838097,0.004838097,0.631225984,2025-01-03 06:00:00,1.0,-0.8283401199760526,-0.8283401199760526
325,0.005870324,0.005870324,0.624263406,2025-01-03 06:10:00,1.0,-0.8942647924058578,-0.8942647924058578
326,0.007001963,0.007001963,0.617308401,2025-01-03 06:20:00,0.9999999999999998,-0.9293394279120042,-0.9293394279120042
327,0.008232902,0.008232902,0.610361665,2025-01-03 06:30:00,1.0,-0.9497663525199815,-0.9497663525199815
328,0.009563016,0.009563016,0.603423893,2025-01-03 06:40:00,1.0,-0.9625677251490554,-0.9625677251490554
329,0.010992173,0.010992173,0.596495778,2025-01-03 06:50:00,1.0,-0.971069860655423,-0.971069860655423
330,0.01252023,0.01252023,0.589578014,2025-01-03 07:00:00,1.0,-0.9769841014144064,-0.9769841014144064
331,0.014147034,0.014147034,0.582671292,2025-01-03 07:10:00,0.9999999999999998,-0.9812549966645943,-0.9812549966645943
332,0.015872423,0.015872423,0.575776303,2025-01-03 07:20:00,1.0,-0.9844353922353921,-0.9844353922353921
333,0.017696224,0.017696224,0.568893736,2025-01-03 07:30:00,1.0,-0.9868651194413579,-0.9868651194413579
334,0.019618254,0.019618254,0.562024279,2025-01-03 07:40:00,1.0,-0.9887619184802164,-0.9887619184802164
335,0.021638321,0.021638321,0.55516862,2025-01-03 07:50:00,0.9999999999999999,-0.9902702698744448,-0.9902702698744448
336,0.023756224,0.023756224,0.548327444,2025-01-03 08:00:00,1.0,-0.9914889957360775,-0.9914889957360775
337,0.025971751,0.025971751,0.541501435,2025-01-03 08:10:00,0.9999999999999999,-0.9924874832634911,-0.9924874832634911
338,0.028284679,0.028284679,0.534691276,2025-01-03 08:20:00,0.9999999999999999,-0.9933155752846533,-0.9933155752846533
339,0.030694778,0.030694778,0.527897647,2025-01-03 08:30:00,1.0,-0.9940098079914063,-0.9940098079914063
340,0.033201807,0.033201807,0.521121229,2025-01-03 08:40:00,0.9999999999999998,-0.9945974439144483,-0.9945974439144483
341,0.035805515,0.035805515,0.514362698,2025-01-03 08:50:00,1.0,-0.9950991559031274,-0.9950991559031274
342,0.038505642,0.038505642,0.507622731,2025-01-03 09:00:00,1.0,-0.9955308468276343,-0.9955308468276343
343,0.041301917,0.041301917,0.500902001,2025-01-03 09:10:00,1.0,-0.9959049071560413,-0.9959049071560413
344,0.044194061,0.044194061,0.494201181,2025-01-03 09:20:00,1.0,-0.9962311052524134,-0.9962311052524134
345,0.047181785,0.047181785,0.487520941,2025-01-03 09:30:00,1.0,-0.9965172256891622,-0.9965172256891622
346,0.05026479,0.05026479,0.480861949,2025-01-03 09:40:00,1.0,-0.9967695326438883,-0.9967695326438883
347,0.053442768,0.053442768,0.47422487,2025-01-03 09:50:00,1.0,-0.9969931134776565,-0.9969931134776565
348,0.056715401,0.056715401,0.467610368,2025-01-03 10:00:00,1.0,-0.9971921327188085,-0.9971921327188085
349,0.060082361,0.060082361,0.461019105,2025-01-03 10:10:00,1.0,-0.9973700254585975,-0.9973700254585975
350,0.063543313,0.063543313,0.454451741,2025-01-03 10:20:00,1.0,-0.9975296445050964,-0.9975296445050964
351,0.067097909,0.067097909,0.44790893,2025-01-03 10:30:00,0.9999999999999999,-0.9976733788751131,-0.9976733788751131
352,0.070745795,0.070745795,0.441391329,2025-01-03 10:40:00,1.0,-0.9978032365749091,-0.9978032365749091
353,0.074486605,0.074486605,0.434899588,2025-01-03 10:50:00,1.0,-0.9979209172717969,-0.9979209172717969
354,0.078319966,0.078319966,0.428434357,2025-01-03 11:00:00,1.0,-0.998027866459927,-0.998027866459927
355,0.082245494,0.082245494,0.421996283,2025-01-03 11:10:00,1.0,-0.9981253210201275,-0.9981253210201275
356,0.086262797,0.086262797,0.415586008,2025-01-03 11:20:00,0.9999999999999999,-0.9982143430575382,-0.9982143430575382
357,0.090371473,0.090371473,0.409204175,2025-01-03 11:30:00,1.0,-0.9982958491824597,-0.9982958491824597
358,0.094571111,0.094571111,0.402851421,2025-01-03 11:40:00,1.0,-0.9983706330991794,-0.9983706330991794
359,0.098861291,0.098861291,0.396528382,2025-01-03 11:50:00,1.0,-0.9984393855079645,-0.9984393855079645
360,0.103241584,0.103241584,0.39023569,2025-01-03 12:00:00,1.0,-0.9985027096300844,-0.9985027096300844
361,0.107711552,0.107711552,0.383973973,2025-01-03 12:10:00,1.0,-0.9985611341358348,-0.9985611341358348
362,0.112270748,0.112270748,0.37774386,2025-01-03 12:20:00,0.9999999999999998,-0.9986151228326601,-0.9986151228326601
363,0.116918717,0.116918717,0.371545971,2025-01-03 12:30:00,1.0,-0.9986650851130014,-0.9986650851130014
364,0.121654993,0.121654993,0.365380928,2025-01-03 12:40:00,1.0,-0.9987113826636485,-0.9987113826636485
365,0.126479102,0.126479102,0.359249346,2025-01-03 12:50:00,1.0,-0.9987543377193279,-0.9987543377193279
366,0.131390563,0.131390563,0.353151839,2025-01-03 13:00:00,1.0,-0.9987942344520433,-0.9987942344520433
367,0.136388885,0.136388885,0.347089017,2025-01-03 13:10:00,1.0,-0.9988313273715713,-0.9988313273715713
368,0.141473566,0.141473566,0.341061485,2025-01-03 13:20:00,1.0,-0.9988658439757583,-0.9988658439757583
369,0.1466441,0.1466441,0.335069847,2025-01-03 13:30:00,1.0,-0.9988979872694359,-0.9988979872694359
370,0.151899968,0.151899968,0.329114701,2025-01-03 13:40:00,1.0,-0.9989279402545962,-0.9989279402545962
371,0.157240646,0.157240646,0.323196644,2025-01-03 13:50:00,1.0,-0.998955866227201,-0.998955866227201
372,0.162665599,0.162665599,0.317316267,2025-01-03 14:00:00,1.0,-0.9989819131614963,-0.9989819131614963
373,0.168174285,0.168174285,0.311474158,2025-01-03 14:10:00,1.0,-0.9990062140455225,-0.9990062140455225
374,0.173766152,0.173766152,0.305670901,2025-01-03 14:20:00,1.0,-0.999028889475907,-0.999028889475907
375,0.179440643,0.179440643,0.299907077,2025-01-03 14:30:00,1.0,-0.9990500476948256,-0.9990500476948256
376,0.185197188,0.185197188,0.294183262,2025-01-03 14:40:00,1.0,-0.9990697871639634,-0.9990697871639634
377,0.191035213,0.191035213,0.288500028,2025-01-03 14:50:00,1.0,-0.9990881973836281,-0.9990881973836281
378,0.196954134,0.196954134,0.282857943,2025-01-03 15:00:00,1.0,-0.9991053592681636,-0.9991053592681636
379,0.202953359,0.202953359,0.277257573,2025-01-03 15:10:00,1.0,-0.9991213460856744,-0.9991213460856744
380,0.209032288,0.209032288,0.271699476,2025-01-03 15:20:00,1.0,-0.9991362243917904,-0.9991362243917904
381,0.215190313,0.215190313,0.266184209,2025-01-03 15:30:00,0.9999999999999999,-0.9991500548815918,-0.9991500548815918
382,0.221426818,0.221426818,0.260712324,2025-01-03 15:40:00,1.0,-0.999162892845979,-0.999162892845979
383,0.22774118,0.22774118,0.255284367,2025-01-03 15:50:00,1.0,-0.9991747877531741,-0.9991747877531741
384,0.234132768,0.234132768,0.249900881,2025-01-03 16:00:00,1.0,-0.9991857852191652,-0.9991857852191652
385,0.240600941,0.240600941,0.244562404,2025-01-03 16:10:00,1.0,-0.9991959263085537,-0.9991959263085537
386,0.247145053,0.247145053,0.239269471,2025-01-03 16:20:00,0.9999999999999999,-0.9992052483851193,-0.9992052483851193
387,0.253764451,0.253764451,0.23402261,2025-01-03 16:30:00,1.0,-0.999213784907226,-0.999213784907226
388,0.260458471,0.260458471,0.228822347,2025-01-03 16:40:00,0.9999999999999999,-0.9992215662576757,-0.9992215662576757
389,0.267226445,0.267226445,0.223669202,2025-01-03 16:50:00,1.0,-0.999228619111451,-0.999228619111451
390,0.274067696,0.274067696,0.218563689,2025-01-03 17:00:00,1.0,-0.9992349683464163,-0.9992349683464163
391,0.305009027,0.280981539,0.213506319,2025-01-03 17:10:00,0.9847843013171332,-0.9804185346864382,-0.9992406355140275
392,0.297853711,0.287967284,0.208497598,2025-01-03 17:20:00,0.9858396534297215,-0.9816817627668383,-0.9992456394851538
393,0.29076861,0.295024231,0.203538027,2025-01-03 17:30:00,0.9810509921928567,-0.9794120656653534,-0.9992499968452978
394,0.283754431,0.302151675,0.198628102,2025-01-03 17:40:00,0.9606646352315187,-0.9632498954038493,-0.9992537221890063
395,0.276811876,0.309348903,0.193768313,2025-01-03 17:50:00,0.9155793534837269,-0.9237726288454651,-0.9992568276897444
396,0.269941639,0.316615196,0.188959147,2025-01-03 18:00:00,0.8332963350093278,-0.8482157942911408,-0.9992593232490099
397,0.263144408,0.323949827,0.184201085,2025-01-03 18:10:00,0.6956942422863464,-0.7180122390635453,-0.9992612169746754
398,0.256420861,0.331352063,0.179494603,2025-01-03 18:20:00,0.4814784450221949,-0.5108524110495749,-0.9992625147792881
399,0.249771672,0.338821162,0.17484017,2025-01-03 18:30:00,0.1830440331310895,-0.21717755893412188,-0.9992632215117204
400,0.243197505,0.346356379,0.170238253,2025-01-03 18:40:00,-0.1627452013073517,0.12837780213530323,-0.9992633387861152
401,0.236699017,0.35395696,0.165689312,2025-01-03 18:50:00,-0.4794168595013687,0.449731104999559,-0.9992628669599635
402,0.230276859,0.361622144,0.161193801,2025-01-03 19:00:00,-0.7137922529847905,0.6917338136596423,-0.9992618048314558
403,0.223931673,0.369351166,0.156752171,2025-01-03 19:10:00,-0.8641517649150455,0.8504223200821083,-0.9992601486019137
404,0.217664093,0.377143252,0.152364865,2025-01-03 19:20:00,-0.9522534139266691,0.9462930123430544,-0.999257893440157
405,0.211474746,0.384997623,0.148032322,2025-01-03 19:30:00,-0.9992550322227334,1.0,-0.9992550320384405
406,0.20536425,0.392913494,0.143754975,2025-01-03 19:40:00,-0.9992515552127861,0.9999999999999993,-0.9992515549680071
407,0.199333218,0.400890074,0.139533252,2025-01-03 19:50:00,-0.9992474509467638,1.0,-0.9992474508950207
408,0.193382251,0.408926563,0.135367576,2025-01-03 20:00:00,-0.9992427064915046,1.0,-0.9992427063133219
409,0.187511946,0.41702216,0.131258362,2025-01-03 20:10:00,-0.9992373056082532,1.0,-0.9992373056083682
410,0.181722889,0.425176053,0.127206022,2025-01-03 20:20:00,-0.9992312304141487,0.9999999999999998,-0.9992312304977781
411,0.176015659,0.433387429,0.123210961,2025-01-03 20:30:00,-0.9992244601632527,0.9999999999999998,-0.9992244602814272
412,0.170390826,0.441655466,0.119273578,2025-01-03 20:40:00,-0.9992169719888149,1.0,-0.9992169719746483
413,0.164848954,0.449979336,0.115394268,2025-01-03 20:50:00,-0.9992087397827921,0.9999999999999998,-0.9992087398121573
414,0.159390596,0.458358208,0.111573418,2025-01-03 21:00:00,-0.999199734470905,1.0,-0.9991997342159967
415,0.154016299,0.466791244,0.107811409,2025-01-03 21:10:00,-0.9991899236744312,0.9999999999999998,-0.999189923473153
416,0.148726599,0.4752776,0.104108619,2025-01-03 21:20:00,-0.9991792717898859,1.0,-0.9991792718027013
417,0.143522026,0.483816428,0.100465418,2025-01-03 21:30:00,-0.9991677391370687,1.0,-0.9991677391774091
418,0.1384031,0.492406874,0.09688217,2025-01-03 21:40:00,-0.9991552823530542,1.0,-0.9991552824047816
419,0.133370333,0.501048079,0.093359233,2025-01-03 21:50:00,-0.9991418532861813,0.9999999999999998,-0.9991418533933584
420,0.128424228,0.509739179,0.089896959,2025-01-03 22:00:00,-0.9991273990294224,1.0,-0.9991273993048012
421,0.12356528,0.518479304,0.086495696,2025-01-03 22:10:00,-0.9991118611456424,0.9999999999999998,-0.999111861409136
422,0.118793974,0.527267581,0.083155782,2025-01-03 22:20:00,-0.9990951760034066,0.9999999999999998,-0.9990951759442028
423,0.114110789,0.536103131,0.079877552,2025-01-03 22:30:00,-0.9990772720441626,0.9999999999999996,-0.999077272206827
424,0.109516191,0.54498507,0.076661334,2025-01-03 22:40:00,-0.9990580722226496,0.9999999999999998,-0.9990580721973366
425,0.105010642,0.55391251,0.073507449,2025-01-03 22:50:00,-0.9990374900950453,1.0,-0.9990374901142225
426,0.10059459,0.562884559,0.070416213,2025-01-03 23:00:00,-0.9990154314766823,0.9999999999999997,-0.999015431299879
427,0.096268479,0.571900318,0.067387935,2025-01-03 23:10:00,-0.9989917915216003,0.9999999999999998,-0.9989917912727779
428,0.092032739,0.580958888,0.064422918,2025-01-03 23:20:00,-0.998966454967354,0.9999999999999994,-0.9989664544030802
429,0.087887796,0.590059361,0.061521457,2025-01-03 23:30:00,-0.9989392937083498,0.9999999999999998,-0.9989392937040212
430,0.083834063,0.599200828,0.058683844,2025-01-03 23:40:00,-0.998910166536168,0.9999999999999999,-0.9989101665949714
431,0.079871946,0.608382374,0.055910362,2025-01-03 23:50:00,-0.9988789159882988,0.9999999999999999,-0.9988789161114047
432,0.076001841,0.617603082,0.053201289,2025-01-04 00:00:00,-0.9988453673219724,0.9999999999999996,-0.9988453672802815
433,0.072224135,0.62686203,0.050556895,2025-01-04 00:10:00,-0.998809325766938,0.9999999999999994,-0.9988093256300723
434,0.068539206,0.63615829,0.047977444,2025-01-04 00:20:00,-0.9987705742782074,0.9999999999999997,-0.9987705744315011
435,0.064947422,0.645490935,0.045463196,2025-01-04 00:30:00,-0.9987288696681335,0.9999999999999994,-0.9987288693183188
436,0.061449143,0.65485903,0.0430144,2025-01-04 00:40:00,-0.9986839393069169,1.0,-0.9986839391916896
437,0.058044718,0.664261639,0.040631303,2025-01-04 00:50:00,-0.9986354768001091,0.9999999999999999,-0.9986354767649718
438,0.054734488,0.673697822,0.038314141,2025-01-04 01:00:00,-0.9985831375231022,0.9999999999999997,-0.998583137873768
439,0.051518783,0.683166634,0.036063148,2025-01-04 01:10:00,-0.9985265317229495,0.9999999999999994,-0.9985265324121474
440,0.048397926,0.69266713,0.033878548,2025-01-04 01:20:00,-0.9984652179909459,0.9999999999999994,-0.9984652185526464
441,0.045372228,0.702198359,0.03176056,2025-01-04 01:30:00,-0.9983986945289649,0.9999999999999994,-0.9983986947161273
442,0.042441993,0.711759367,0.029709395,2025-01-04 01:40:00,-0.9983263895498897,0.9999999999999993,-0.9983263894760964
443,0.039607512,0.7213492,0.027725258,2025-01-04 01:50:00,-0.9982476489002857,0.9999999999999997,-0.9982476495652028
444,0.036869069,0.730966897,0.025808349,2025-01-04 02:00:00,-0.9981617225161351,0.9999999999999993,-0.9981617223217611
445,0.034226939,0.740611497,0.023958858,2025-01-04 02:10:00,-0.9980677445006685,0.9999999999999991,-0.998067743610163
446,0.031681386,0.750282036,0.02217697,2025-01-04 02:20:00,-0.9979647133414441,0.999999999999999,-0.9979647124780455
447,0.029232663,0.759977547,0.020462864,2025-01-04 02:30:00,-0.9978514665637372,0.9999999999999991,-0.9978514659925521
448,0.026881017,0.769697059,0.018816712,2025-01-04 02:40:00,-0.997726645881288,0.9999999999999992,-0.9977266457171293
449,0.024626681,0.779439602,0.017238677,2025-01-04 02:50:00,-0.9975886589126955,0.9999999999999992,-0.9975886582602969
450,0.022469882,0.789204201,0.015728918,2025-01-04 03:00:00,-0.9974356270712438,0.9999999999999988,-0.9974356266767491
451,0.020410836,0.798989879,0.014287585,2025-01-04 03:10:00,-0.9972653232228373,0.9999999999999992,-0.9972653235061422
452,0.018449747,0.808795657,0.012914823,2025-01-04 03:20:00,-0.9970750923516568,0.9999999999999989,-0.9970750935998787
453,0.016586812,0.818620556,0.011610769,2025-01-04 03:30:00,-0.9968617463759816,0.9999999999999989,-0.9968617464758831
454,0.014822218,0.828463593,0.010375553,2025-01-04 03:40:00,-0.996621429719431,0.9999999999999988,-0.9966214295698402
455,0.013156141,0.838323784,0.009209299,2025-01-04 03:50:00,-0.9963494504588762,0.9999999999999986,-0.996349449931198
456,0.011588748,0.848200142,0.008112124,2025-01-04 04:00:00,-0.9960400478695743,0.9999999999999988,-0.9960400478403123
457,0.010120195,0.858091679,0.007084136,2025-01-04 04:10:00,-0.995686092349058,0.9999999999999981,-0.9956860937041545
458,0.008750629,0.867997408,0.00612544,2025-01-04 04:20:00,-0.9952786695176636,0.9999999999999983,-0.9952786703720542
459,0.007480187,0.877916336,0.005236131,2025-01-04 04:30:00,-0.9948065222593483,0.9999999999999982,-0.9948065237250774
460,0.006308996,0.887847473,0.004416297,2025-01-04 04:40:00,-0.9942552746629972,0.9999999999999983,-0.9942552781842866
461,0.005237174,0.897789825,0.003666022,2025-01-04 04:50:00,-0.9936063351186866,0.9999999999999984,-0.9936063371057368
462,0.004264827,0.907742398,0.002985379,2025-01-04 05:00:00,-0.9928353277308273,0.9999999999999981,-0.9928353281956321
463,0.003392053,0.917704197,0.002374437,2025-01-04 05:10:00,-0.991909803254165,0.9999999999999978,-0.9919098030213724
464,0.002618938,0.927674225,0.001833257,2025-01-04 05:20:00,-0.9907858173643654,0.9999999999999973,-0.9907858147073114
465,0.001945561,0.937651485,0.001361893,2025-01-04 05:30:00,-0.9894027024472071,0.9999999999999971,-0.9894026998288682
466,0.001371989,0.947634981,0.000960392,2025-01-04 05:40:00,-0.9876748689828831,0.9999999999999969,-0.987674866111308
467,0.000898278,0.957623713,0.000628795,2025-01-04 05:50:00,-0.9854785310171886,0.9999999999999961,-0.9854785234601913
468,0.000524477,0.967616682,0.000367134,2025-01-04 06:00:00,-0.9826294764167449,0.9999999999999959,-0.9826294704255146
469,0.000250623,0.97761289,0.000175436,2025-01-04 06:10:00,-0.9788443692719548,0.9999999999999949,-0.9788443674676091
470,7.67424e-05,0.987611337,5.37197e-05,2025-01-04 06:20:00,-0.9736702036583262,0.9999999999999944,-0.9736702060792599
471,2.85361e-06,0.997611022,1.99753e-06,2025-01-04 06:30:00,-0.9663487500290284,0.9999999999999952,-0.9663487622270497
472,2.89637e-05,1.007610946,2.02746e-05,2025-01-04 06:40:00,-0.9555396851698233,0.999999999999994,-0.9555396966697831
473,0.00015507,1.017610109,0.000108549,2025-01-04 06:50:00,-0.9387134968452346,0.9999999999999937,-0.9387135070447159
